Platform,Year_of_Release,User_Score
3DS,2014,tbd
PS2,2001,3.8
XB,2004,9
DS,2007,tbd
DS,2008,
PSP,2008,
DS,2008,tbd
DS,2005,3.2
XB,2002,6
Wii,2006,8.7
PSP,2010,
PS,2000,
GC,2002,6.3
PS,2000,6.2
PSV,2013,
X360,2007,4.2
DS,2006,
Wii,2009,7.1
PS3,2008,tbd
SAT,1997,
PSP,2011,
PSP,2012,
GBA,2004,8.2
DS,2006,
X360,2011,7.8
PC,2012,8.7
DS,2010,
3DS,2015,
XB,2006,7.2
PS,1997,
DS,2010,tbd
DS,2008,8.3
PC,2002,9.1
PS2,2001,
GC,2002,7.2
PSP,2005,
PS2,2002,8.8
3DS,2011,
PS3,2008,5.6
PSP,2010,tbd
PS4,2015,8.2
PS2,2004,7.8
PSV,2014,8.5
Wii,2008,8.7
DS,2009,tbd
PS,1998,
X360,2008,tbd
X360,2006,6.6
PC,2016,7.3
DS,2007,
GBA,2005,
PS2,2004,8.2
DS,2007,7.5
DS,2010,
PS3,2009,7.6
PSV,2013,6.6
Wii,2011,tbd
SNES,1992,
Wii,2010,tbd
PSP,2005,7.2
3DS,2011,
PS3,2007,6
XOne,2015,tbd
PS2,2009,
PS,1998,
Wii,2011,tbd
PS3,2014,
GBA,2001,
PS2,2008,
XB,2003,6.8
PS3,2008,7.1
DS,2010,tbd
XB,2001,tbd
PS,1995,
SNES,1993,
PC,2015,2.5
DS,2005,7.5
XB,2005,9.2
DS,2008,tbd
PS,1995,
PS3,2016,7.2
DS,2011,
PC,2000,8.8
GC,2006,3.1
PSV,2011,6.2
PS2,2005,5.5
DS,2011,tbd
PSP,2011,
PS3,2009,
DS,2005,
N64,1999,
N64,2000,
N64,1999,
XB,2006,8.1
XB,2002,8
X360,2010,7.3
PS2,2002,tbd
SAT,1997,
WiiU,2012,
X360,2012,7.3
PC,,8
X360,2006,5.6
2600,1981,
XB,2005,8.2
XB,2003,8.3
XB,2002,5.7
GC,2006,6.2
Wii,2009,6.2
GC,2003,5.5
DS,2010,tbd
GBA,2004,tbd
Wii,2009,tbd
PS2,2005,8.5
PS2,2003,3.7
PS4,2015,7.6
SAT,1996,
PSP,2008,7.8
DS,2009,tbd
Wii,2009,tbd
SAT,1997,
GBA,2003,tbd
PS2,2003,8.7
DS,2008,tbd
Wii,2009,
X360,2010,tbd
PC,2010,7
WiiU,2014,6.4
PSP,2011,6.8
DS,2007,7.2
DS,2006,6.9
PSP,2010,
GC,,
X360,2008,
Wii,2008,2.5
WiiU,2012,3.5
XB,2002,8.5
Wii,2008,tbd
Wii,2010,
DS,2010,tbd
PS2,2003,7
GBA,2006,
3DS,2011,3.9
DS,2007,6.3
DS,2010,
PS2,2008,tbd
3DS,2011,
Wii,2009,tbd
PS,1995,
PS2,2007,tbd
X360,2010,
PS2,2004,8.2
PSV,2014,7.5
X360,2011,8
3DS,2015,
PSP,2010,tbd
3DS,2011,tbd
PSP,2011,
PC,2009,tbd
PS2,2005,
SNES,1995,
PSV,2014,7.8
DS,2009,tbd
PS3,2008,1.8
GBA,2004,tbd
XB,2004,5.6
Wii,2006,7.4
PS2,2001,tbd
PS3,2009,6.5
DS,2005,
GC,2003,9.4
PSP,2006,7
PSP,2010,5
PS3,2014,
DC,2000,7.7
X360,2012,2.4
X360,2011,7.2
GC,2002,6.8
PS3,2011,7
GEN,1992,
XB,2003,8.4
DS,2010,
PS2,2007,
PS3,2008,tbd
Wii,2008,8.3
X360,2006,6.4
PS2,2001,6.7
GBA,2004,
PS2,2008,8.5
PSV,2014,7.1
PS2,2005,tbd
PS,1998,
Wii,2011,
XB,2005,8.8
PS2,2001,6.2
GC,2002,
DS,2007,tbd
X360,2011,6.5
XB,2003,
XB,2004,7.8
XB,2005,7.5
PS,1999,tbd
PS2,2006,
PS2,2002,
GBA,2002,
PS3,2010,
GC,2002,
GBA,2001,tbd
XB,2004,
PS2,2008,tbd
PS2,2005,3.8
PS3,2013,
PS,1995,
WiiU,2012,7
PS,1996,
Wii,2008,
DS,2007,8.3
GBA,2002,tbd
Wii,2011,tbd
PS,2001,
X360,2011,tbd
PS2,2002,tbd
PSP,2011,
GC,2002,8.2
X360,2006,8.2
X360,2013,
WiiU,2012,
PSP,2013,
SAT,1997,
3DS,2014,
PS,1998,
XB,2002,6.6
PS2,2007,8.8
PS3,2011,
X360,2009,7.2
PSV,2013,
3DS,2013,
DS,2011,tbd
X360,2007,3
Wii,2007,6.7
XB,2006,tbd
Wii,2009,tbd
XB,2005,7.8
GC,2003,7.8
PSP,2006,
PS3,2016,2
GC,2006,9.2
DS,2008,tbd
SAT,1995,
PSP,2010,
XB,2002,8.1
X360,2010,
PS2,2004,9.1
Wii,2008,6.6
XB,2002,tbd
DS,2010,
XB,2003,7.2
PSP,2011,
PC,2015,7.1
DS,2009,4.8
PS,2002,
PS,1997,
GBA,2003,tbd
PS3,2006,
SAT,1997,
PSP,2012,
PS,2000,
DS,2008,tbd
DS,2008,
XOne,2015,5.7
GBA,2001,tbd
SAT,1998,
PC,2010,7.7
3DS,2012,7.4
PSV,2016,6.6
SAT,1995,
PS3,2012,4.7
DC,2001,
PS,1996,
GC,2004,7.3
DS,,tbd
X360,2008,
Wii,2011,tbd
DS,2007,7.4
XOne,2016,8
PS3,2006,6.6
Wii,2009,tbd
PS2,2003,7.8
PSP,2010,8
PS,1997,
PC,2012,8.2
PSV,2012,
PSP,2007,
DS,2007,4.8
DS,2006,
PS,1998,8.2
DS,2006,
SAT,1996,
GBA,2002,tbd
PS2,2002,5.2
PSP,2006,
XOne,2016,
X360,2009,7
X360,2009,tbd
PS,1999,
GC,2004,
X360,2009,1.3
PS2,2008,
PS2,2001,7.8
Wii,2008,8.1
PSV,2013,
3DS,2014,
GBA,2002,tbd
DS,2010,
3DS,2016,
PS2,2002,5
Wii,2008,tbd
PS,1998,
PS2,2006,
PS3,,6.7
PS,2000,
PS,1997,
PC,,8.1
DS,2008,tbd
WiiU,2012,
3DS,2013,7.7
NG,1994,
DS,2008,
DS,2011,
PS2,2008,
Wii,2010,tbd
PS2,2007,7
PSP,2008,8.4
PS,1998,
PS2,2003,
3DS,2016,7.8
PS2,2005,7.3
XB,2004,7.2
PSV,2016,
PSP,2006,7.7
GC,2006,tbd
DS,2008,
PS,1998,8.3
X360,2009,7.5
PS3,2008,
Wii,2007,4.9
PS3,2011,
DS,2008,7
DS,2006,
PSP,2012,
PS,1997,
DS,2005,6.3
Wii,2011,tbd
DS,2005,tbd
PSP,,
PSP,2007,
SAT,1996,
XB,2003,5.8
PSP,2005,
SNES,1996,
PS2,2008,tbd
XB,2003,8.4
PS3,2010,tbd
PSP,2011,
PS3,2011,6.8
DS,2009,
X360,2011,4.5
Wii,2010,6.8
PS2,2008,7
DS,2013,tbd
SAT,1995,
XB,2002,7.4
PS3,2014,
DS,2011,7.2
PS2,2004,8.4
PSV,2011,7.4
PSP,2010,7.9
PS2,,
DS,2010,tbd
Wii,2011,tbd
PS2,2006,7.7
X360,2013,7.2
PS4,2015,7.4
X360,2010,4.3
PS2,2005,2
DS,2010,
PS4,2015,8.1
PSP,2009,8.8
PSP,2010,
PS3,2011,4
PSP,2009,8
Wii,2008,6
XB,2001,8.4
DS,2007,tbd
X360,2010,tbd
GBA,2003,tbd
PS4,2015,
PS3,2011,6.5
DS,2007,
PS3,2010,
DS,2005,6.2
XB,2004,8.2
PSP,2006,tbd
GEN,1992,
Wii,2009,
PS3,2010,6.5
PS,2001,8.8
DS,2007,tbd
Wii,2007,8.2
PS4,2016,6.9
Wii,2011,7.6
GB,1999,
DS,2008,tbd
DS,2009,tbd
PC,2016,7.9
PSP,2010,tbd
GC,2003,6.6
DS,2010,tbd
PSV,2016,8
Wii,2010,tbd
Wii,2011,
XOne,2016,tbd
X360,2016,6.9
PS,2000,
XB,2004,tbd
DS,2007,4.9
DS,2008,tbd
PSP,2011,
DS,2011,
XOne,2016,tbd
PC,2016,6
X360,2011,tbd
X360,2013,5.4
GC,,7.3
Wii,2010,
DS,2010,
N64,1999,
N64,1999,
N64,2000,
N64,1999,
X360,2008,7.3
3DS,2015,
DS,2009,6.7
X360,,6
Wii,2008,
DS,2007,6.6
XB,,6.8
X360,2006,7.3
PS2,2002,tbd
PS3,2016,
PS2,2008,tbd
GBA,2005,
DS,2009,tbd
PSP,2011,
Wii,2009,tbd
PSP,2013,
Wii,2010,tbd
PSP,2010,8.7
PS,2000,tbd
PS,1996,
DC,2001,8.6
PS2,2003,tbd
SNES,1994,
DS,2010,
PS2,2008,6.6
X360,2010,
GBA,2005,
GBA,2004,
XOne,2015,2.1
PS2,2003,5.8
WiiU,2015,6.5
DS,,tbd
PS3,2016,
3DS,2011,tbd
X360,2009,8.3
GBA,2003,
PS2,2001,
X360,2016,3.4
Wii,2009,6.8
PS3,2008,7.7
PS2,2005,
X360,2010,2.1
Wii,2009,tbd
Wii,2009,tbd
3DS,2015,tbd
X360,2010,5
GBA,2005,tbd
XB,2006,7.1
Wii,2012,tbd
GB,2001,
3DS,2011,tbd
Wii,2008,3.4
PSP,,tbd
PSP,2010,
X360,2011,3.5
GBA,2005,tbd
PS2,2003,6.9
3DS,2014,
GC,2003,7.6
PS,1998,
GC,2002,8
PS4,2014,
XB,2005,9
PS3,2016,
GC,2002,5.6
PSP,2013,
PS,1996,
PS2,2005,8.1
XB,2003,
PSV,2014,
Wii,2008,tbd
Wii,2008,7.9
SAT,1994,
PS3,2010,6.2
GC,2002,tbd
DS,2006,8.2
PSP,2011,
3DS,2011,tbd
WiiU,2012,5
GC,2002,
PS3,2009,tbd
PC,2011,8.4
PS2,2007,tbd
PS,1998,
DS,2011,
XB,2004,tbd
X360,2008,7.8
DS,2007,tbd
WiiU,2013,7.8
PS,2001,
SNES,1994,
DS,2008,tbd
DS,2008,tbd
X360,2006,7.4
DS,2009,8.2
Wii,2008,7.7
3DS,2011,6.4
Wii,2007,3.7
PS4,2015,7.3
SNES,1993,
XB,2005,7
Wii,2009,tbd
PSV,2014,
X360,2013,5.8
DS,2005,7.7
DS,2009,tbd
PS,2000,
DS,2008,tbd
PS2,2002,
GBA,2002,7
DS,2009,tbd
DS,2007,4.9
PS,2001,
PS2,2003,7.7
3DS,2011,tbd
XB,2004,7.3
PS3,2011,tbd
WiiU,2013,7.3
DS,2007,tbd
XB,2003,8.4
Wii,2008,8
SAT,1997,
PC,2014,7
PSP,2007,
GC,2005,tbd
PSV,2012,3.8
DS,2010,tbd
Wii,2011,tbd
DS,2011,
DS,2008,7.5
PS3,2016,
PC,2016,4.2
PS3,2011,
SNES,1991,
PS,1996,
DS,2011,tbd
GC,2005,tbd
SAT,1998,
PS,1996,
PS,1998,
XB,2001,tbd
GC,2006,tbd
X360,2013,
PS,1998,
PS3,2013,7.4
DS,2008,
PS3,2016,0.2
PS2,2008,tbd
DS,2008,tbd
Wii,2010,8.7
DS,2007,
Wii,2010,tbd
PS,1995,
PS2,2007,
DS,2007,
PS3,2011,tbd
DS,2009,
Wii,2009,tbd
SAT,1994,
XB,2002,7.1
GC,2002,7
PS2,2002,6.4
PSP,2006,7.3
PSP,2005,7.7
PS3,2010,tbd
PC,2011,6
X360,2011,5
XB,2003,9.1
DS,2010,tbd
PSV,2013,
GBA,2001,6
PS3,2012,
PS3,2008,tbd
PS3,2014,8.2
PS2,2000,
PSP,2009,7.4
PS3,2013,
XB,2004,7.5
XB,2002,tbd
PC,2011,8.3
SAT,1995,
PS,2000,
XB,2004,8.1
PS2,2003,9
PS2,2006,8.9
Wii,2008,tbd
DS,2008,7.3
PC,2010,7.9
PS3,2009,tbd
PS3,2008,tbd
DS,2010,tbd
PS4,2015,3.4
PS2,2005,
PS2,2006,
PS2,2007,6.5
XB,2002,
DS,2010,5.8
GBA,2002,8.1
SAT,1998,
GBA,2004,tbd
PSP,2012,8.9
WiiU,2014,
3DS,2016,6.8
DS,2009,6.2
PS3,2010,tbd
PS3,2016,
PSV,2014,6.8
DS,2007,7.3
GBA,2002,tbd
Wii,2010,tbd
PS2,2005,8.1
3DS,2012,
XB,2004,tbd
PS,1994,
GC,2006,5.7
DS,2010,
X360,2007,5.4
X360,2007,5.2
PS2,2005,tbd
DS,2008,tbd
PSP,2008,5.9
GBA,2002,tbd
DS,2005,tbd
DS,2007,tbd
PS,1999,
X360,2008,8.4
PS2,,9.1
X360,2010,6.5
PS2,2004,
X360,2011,tbd
XB,2004,8.5
Wii,2010,tbd
WiiU,2013,4.6
PS,1998,
PSP,2010,
PS2,2003,7.7
3DS,2014,
GBA,2003,8.3
WiiU,2014,7.6
PSP,2007,8.2
PS3,2015,tbd
PS3,2011,
DS,2010,tbd
PS2,2005,8.2
PS2,2000,8.7
PS,1999,
XB,2005,8.1
XB,2003,3.6
DS,2009,tbd
DS,2004,3.9
PSV,2013,7.5
DS,2008,tbd
GC,2002,6.8
PS2,2008,tbd
PS,2000,8.9
3DS,2015,
PS,1997,
SAT,1998,
PSP,2010,6.7
X360,2008,6.7
XB,2003,7.7
X360,2009,4.2
Wii,2007,tbd
DS,2008,tbd
PSP,2009,
DS,2009,tbd
PS,1994,
XB,2005,8
PS2,2009,2
SAT,1996,
PS2,2005,7.7
Wii,2010,
DS,2008,7.6
PS2,2006,
DS,2008,
XB,2002,8.5
XB,2002,7.5
DS,2009,tbd
XB,2002,7.6
3DS,2012,
PS3,2014,
DS,2007,9.5
PS3,2008,
GC,2002,8.5
PS3,2014,tbd
PS2,2005,
PS,1999,6.3
PS,2002,9
X360,2009,5.4
PSV,2016,
PSP,2007,4.1
PS2,2005,
GBA,2002,2.8
3DS,2011,
XOne,2014,
DS,2007,
GBA,2005,tbd
GBA,2004,6.8
GC,2002,tbd
PSP,2011,
PS2,2011,3.4
PS2,2007,8.8
DS,2010,8.3
SAT,1995,
DS,2005,7.5
DS,2007,
PSP,2010,7.8
PS2,2004,7
DS,2008,
GBA,2002,
Wii,2008,3.8
XB,2003,
GC,2002,8.9
GC,2002,6.4
X360,2006,7.3
PS3,2013,
DS,2011,8.2
PC,2011,3.3
DS,2009,tbd
DS,2010,tbd
PSP,2006,tbd
GBA,2002,tbd
DS,2007,tbd
Wii,2009,tbd
PSV,2015,tbd
X360,2008,5.3
PSP,2005,7.7
PS3,2011,3.1
Wii,2007,5.3
PS2,2002,tbd
Wii,2007,
PS4,2016,8.5
Wii,2009,5.3
DS,2007,5.6
PC,2001,8.9
3DS,2011,tbd
PS3,2011,
X360,2012,7.7
PS3,2011,tbd
GC,2005,8.9
XB,2003,8.4
PS2,2008,tbd
DS,2010,tbd
PS3,2010,4.1
GBA,2002,5
PS,1997,
Wii,2011,tbd
X360,2010,5.2
PS2,2004,8
DS,2007,tbd
DS,2010,tbd
XB,2005,7
PS2,2009,5
3DS,2011,7.4
PSP,2007,tbd
PSP,2006,
DS,2007,6.1
XB,2003,8.3
PSP,2006,
DS,2007,
GC,2003,
X360,2011,tbd
GBA,2005,6
GC,2006,8
3DS,2015,
X360,2008,7
PS2,2002,tbd
PS2,2003,8.9
DS,2008,
DS,2009,
PSP,2011,
PSP,2005,
GC,2006,5.2
PS2,2003,8.6
PSV,2015,8.5
N64,1999,
N64,1997,
N64,2000,
N64,1999,
SAT,1996,
N64,1999,
PS,1998,
N64,1999,
N64,1999,
N64,1997,
3DS,2011,tbd
DS,2010,tbd
Wii,2008,tbd
X360,2008,tbd
PS3,2011,3.5
SAT,1996,
PS2,2002,5.3
PSV,2014,8.6
Wii,2011,tbd
Wii,2011,tbd
PS3,2009,tbd
PS2,2000,tbd
PSP,2011,
PS2,2007,
DS,2008,tbd
PS2,2002,
PSP,2006,tbd
PS,1999,tbd
3DS,2012,
PS2,2004,8
SAT,1997,
GBA,2004,
Wii,2009,6.7
PSV,2015,
X360,2009,7.1
PSP,2008,tbd
Wii,2009,6.3
PS3,2010,tbd
XB,2002,
PSP,2011,tbd
XB,2003,8.8
X360,2011,4.7
XB,2002,tbd
PS,1999,
PS,1997,
PC,2009,8.8
PSP,2006,6.3
Wii,2008,8.1
SNES,1993,
SAT,1997,
X360,2011,3.5
DS,2006,
DS,2005,7.8
PS4,2015,
X360,2007,tbd
XOne,2016,8.2
GC,2002,tbd
PSP,2013,
PS,2000,
GC,,
PSP,2012,
X360,2009,
PS2,2005,7.4
XB,2005,0.5
PS2,2003,9.1
PS2,2005,6.3
SAT,1996,
XB,2004,8.8
X360,2011,tbd
GC,2002,tbd
PSV,2011,7.5
DS,2005,
DS,2008,7.3
GC,2004,4.7
XB,2002,7.8
DS,2005,tbd
DS,2007,tbd
DS,2009,tbd
PSP,2005,6.4
3DS,2015,
X360,2006,3.8
GBA,2001,tbd
PS2,2009,tbd
PS2,2004,tbd
Wii,2009,tbd
Wii,2010,
Wii,2010,tbd
XB,2003,tbd
DS,2009,
DS,2010,
PS4,2016,7.9
NES,1994,
GC,2003,
X360,2008,5.7
SAT,1997,
DS,2010,tbd
PS,2000,
PS,1997,
XOne,2015,5.6
PS,1999,
WiiU,2013,
PC,2011,8.3
PSP,2004,
DS,2009,tbd
PS2,2007,tbd
PSP,2006,
Wii,2009,3.5
PS,1999,
DS,2007,tbd
DS,2006,
Wii,2009,tbd
SNES,1993,
X360,2008,7.5
X360,2011,
X360,2009,tbd
PSP,2007,tbd
PC,2012,6.4
XOne,2015,7.2
PS3,,
PS,1995,
X360,2010,9
PSP,2005,5.6
PS3,2011,tbd
PS,1996,
Wii,2009,
DS,2005,7
GBA,2005,tbd
PS4,2015,8
PS,2000,
Wii,2009,tbd
PS3,2009,tbd
PS2,2000,tbd
3DS,2011,6.1
DS,2010,
GBA,2005,9.1
PS3,2014,4.6
PS3,2009,4.8
PS,1999,
PSP,2009,6.5
DS,2005,
X360,2010,6.2
DS,2008,tbd
PS2,2006,
DS,2009,7.3
XOne,2015,6.2
PS,1995,
GC,2005,4.8
PS,1994,
Wii,2008,
DS,2007,tbd
PC,2013,7.4
PSP,2011,
PS,1999,
X360,2007,tbd
DS,2011,tbd
PSP,2006,7.3
Wii,2011,tbd
GC,2002,5.9
DS,2008,tbd
PSV,2014,7
X360,2009,2.8
Wii,2010,tbd
3DS,2014,
DC,2000,
PS2,2006,
DS,2009,
XB,2003,8.2
3DS,2011,
PS,1999,
PS,2001,6.1
PS2,2007,
XB,2004,4.7
X360,2016,tbd
PS,1995,
PC,2010,5.2
PS,1998,
PS2,2009,
PS3,2012,
GBA,2004,
PS2,2002,tbd
Wii,2009,tbd
SAT,1995,
DS,2011,tbd
PSP,2012,
GBA,2002,
X360,2007,8.8
DS,2005,
PS,1999,9
DS,2009,
PSV,2014,7.5
PSP,2012,
PS3,2012,7.8
PS2,2006,
PC,2011,4.9
PSP,2010,
PS3,2010,7.1
XB,2005,7.4
DS,2009,tbd
PS,1995,
PSP,2012,
X360,2014,6.5
DS,2008,8.5
SNES,1995,
PSP,2011,
PS3,2016,tbd
XB,2005,tbd
PS4,2016,
PSP,2010,
DS,2009,tbd
GBA,2003,7.8
PS,2000,
PS,1995,
DS,2008,6.8
DS,2006,7.8
Wii,2010,7.3
Wii,2006,
PSV,2013,6
PSP,2007,6.6
SNES,1995,
DS,2005,
PS2,2010,
PSV,2015,
PS2,2002,4.1
PS2,2005,7.8
PSP,2006,
X360,2011,5.3
PS3,2014,
PSP,2012,
XB,2003,7.3
DS,2007,
PC,2009,8.2
DS,2010,tbd
DS,2009,tbd
DS,2009,tbd
PSP,2006,7.9
DS,2007,tbd
3DS,2016,
GC,2003,
PS3,2009,tbd
XB,2003,8.5
PS2,2003,7.7
XB,2005,7.4
XB,2005,tbd
Wii,2012,
XB,2004,5.1
PSP,2006,
PS2,2004,
PS3,2014,3.4
PS3,2011,tbd
DS,2009,
X360,2006,6.5
GBA,2005,5.9
PS2,2005,8.3
PC,2015,7.3
X360,2011,6.3
PSP,2008,8.3
DS,2010,
PS2,2005,4
DS,2008,7.4
PC,2013,4.4
PS2,2010,
GC,2003,9.3
3DS,2014,
Wii,2010,
GC,2005,8.5
PS2,2001,8.2
Wii,,tbd
DS,2009,7.8
DS,2009,tbd
N64,2000,
DS,2008,
Wii,2010,tbd
PSP,2006,
DS,2011,
DS,2007,
PS3,2013,
PS3,2012,
PSP,2005,7.4
DS,2008,tbd
Wii,2007,
PS2,2002,8.6
GBA,2003,9.3
XB,2003,7
PSP,2007,0.6
PS3,2009,6
PS2,2002,9
Wii,2009,tbd
DS,,
DS,2008,6.7
PS,1995,
3DS,2013,
GBA,2004,9.2
X360,2012,6.5
PSP,2008,7.9
GBA,2004,
PSV,2014,
Wii,2011,
PSP,2007,tbd
PS2,2003,7.5
PSP,2004,
X360,2008,8.3
DS,2007,tbd
DS,2011,tbd
XB,2003,
PS2,2005,6.2
DS,2009,tbd
PS,1995,
PS,1999,
3DS,2012,
PC,2004,9.1
PSP,2011,
PC,2004,7.6
DS,2009,tbd
DS,2009,tbd
PSP,2011,
DS,2006,tbd
XOne,2015,5.3
DS,2008,
X360,2012,3.4
PS3,2014,tbd
Wii,2009,5.6
Wii,2009,
XB,2004,8.1
DC,1999,
GBA,2002,tbd
XB,2005,8
PSP,2011,
Wii,2010,tbd
PC,2016,5.7
DS,2007,
PSP,2007,
PS,1998,
XB,2004,6.2
DS,2008,tbd
X360,2008,7.2
DS,2009,tbd
DC,1999,
PS,1995,
DS,2009,8.8
PSP,2007,tbd
XB,2003,8.7
Wii,2012,
PS3,2011,
GC,2002,7.6
DS,2007,
DS,2007,tbd
PS,1999,
DS,2011,tbd
Wii,2009,
DS,2007,
PS3,2010,
Wii,2011,tbd
PS2,2003,tbd
GC,2006,8.9
PS2,2002,7.2
PSV,2013,
XB,2001,tbd
DS,2010,
DS,2006,
GC,2003,8.4
PSP,2009,
X360,2007,6.1
PS3,2011,
X360,2011,tbd
XB,2006,8.1
PS2,2002,8.2
PSP,2013,
Wii,2009,tbd
WiiU,2013,6.3
PS2,2006,4.2
XB,2005,7.9
GC,2002,tbd
PS2,2005,6.8
DS,2008,
DS,2006,
DS,2009,tbd
PS3,2009,tbd
PSV,2013,7.8
PS2,2009,tbd
PC,2009,7.6
PS,1996,
GC,2003,
Wii,2008,
X360,2011,5.1
Wii,2009,tbd
DS,2009,6.5
DS,2009,
SAT,1995,
Wii,2008,7
DS,2012,
GC,2002,8.1
DS,2007,7.5
3DS,2013,6.2
X360,2009,tbd
PS,2000,tbd
PS,1999,
PS2,2001,7.8
PSV,2011,
Wii,2008,tbd
DS,2006,
Wii,2010,
PSP,2008,5.3
Wii,2009,tbd
SAT,1996,
GBA,2004,6.3
PS2,2007,7.5
PSV,2015,7.8
X360,2010,6.8
DS,2011,
DS,2009,tbd
PSP,2010,
Wii,2010,tbd
XB,2002,8
DS,,tbd
XB,2004,
X360,2008,3.1
DS,2007,tbd
PC,2010,4.1
DS,2006,3.5
PS2,2005,8
SAT,1997,
XOne,2015,7.5
PC,2014,
PS,2001,tbd
PS,1998,
XB,2004,8.8
DS,2007,
PS3,2008,
PS2,2004,8.3
PS3,2007,
GBA,2001,
PS4,2015,
N64,1998,
N64,2000,
N64,1998,
N64,1998,
N64,1998,
N64,2000,
N64,2001,
N64,1998,
N64,1997,
N64,1997,
PS,1999,
DS,2007,3.5
PS3,2015,
GBA,2002,tbd
DS,2011,tbd
PSP,2010,tbd
X360,2014,7.2
PS,2001,
DS,2009,tbd
X360,2010,7.1
GBA,2003,8.6
X360,2006,6.1
DS,2008,7.5
3DS,2011,7.3
Wii,2009,1.8
PSP,2006,7.7
DC,1999,
XB,2004,7.4
PS2,2001,8.5
PS,1999,
PS,1997,
PS3,2009,1.7
Wii,2010,tbd
Wii,2008,tbd
XB,2003,
XB,2004,tbd
DS,2005,
X360,2010,tbd
XB,2005,7.7
DS,2007,
DS,2007,
3DS,2011,tbd
XB,2006,tbd
PSP,2010,7.8
PS3,2007,tbd
XB,2002,4.6
PS,1994,
X360,2005,6.1
Wii,2008,
PS,1997,
Wii,2011,4.5
XB,2005,9.2
DS,2006,8.2
PC,2010,
DC,2000,
DS,,tbd
SAT,1995,
PC,2015,5.7
XB,2003,
PSV,2014,
3DS,2011,tbd
PSP,2008,8
SNES,1995,
PSP,2006,
PSV,2012,
PC,2011,5
DS,2011,
Wii,2010,tbd
XB,2005,8
PS2,2008,
PS3,2011,
Wii,2007,7.7
Wii,2008,1.4
Wii,2007,
GC,2001,2.9
DS,2009,
PSV,2013,9.2
PS2,2003,tbd
SAT,1996,
PSP,2010,
PS2,2002,
XB,2004,5.2
PSP,2009,tbd
PSP,2011,
DS,2011,
GBA,2004,
DS,2010,tbd
DS,2008,
DS,2008,tbd
PS2,2004,8.3
DS,2009,
PS,2001,
DS,2009,tbd
PS4,2015,5.9
PS4,2016,6.3
PSP,2009,0.9
X360,2014,
PS4,2015,6.8
Wii,2008,
PSV,2014,
XB,2004,tbd
PS,1996,
DS,2008,tbd
PS3,2011,tbd
PSV,2014,
PS4,2014,6
X360,2012,5.5
PS2,2005,tbd
PS2,2007,9.1
PS3,2012,7.2
X360,2009,
3DS,2011,4.2
PS,1998,
PSP,2006,
X360,2015,7
SNES,1995,
3DS,2011,5.9
GBA,2004,
X360,2011,tbd
XB,2002,tbd
PS,1997,
PC,2014,4.8
Wii,2008,
DS,2009,6.8
WiiU,2013,6.8
DS,2009,tbd
DS,2009,6.6
DS,2006,tbd
PS2,2007,7.3
PS,1996,
DS,2010,tbd
PS,1998,
DS,2006,7.6
DS,,
X360,2007,
X360,2010,5.5
DS,2005,tbd
XB,2006,tbd
PS2,2004,7.5
Wii,2009,tbd
DS,2008,tbd
PS4,2016,
PSV,2013,
Wii,2009,8.2
PS,1997,
PS2,2001,tbd
WiiU,2015,8.3
PSV,2014,
PS,1996,
PSV,2016,
X360,2011,
PSP,2009,tbd
PSV,2014,7.3
PC,2011,3.5
X360,2011,4.6
PSV,2012,
X360,2009,
XB,2003,8.5
DS,2007,
X360,,
Wii,2010,9
GBA,2002,
PS4,2016,
3DS,2014,
Wii,2009,
DS,2010,
Wii,2007,6.2
PS2,2006,7.7
PSP,2012,
GBA,2006,8.4
GBA,2002,
PS4,2015,6.5
GC,2004,
DS,2008,tbd
XB,2002,8.5
PS,1997,
Wii,2009,tbd
DS,2011,
PSP,2006,6.8
3DS,2011,5.9
DS,2010,
DS,2010,tbd
Wii,2008,7.7
XB,2002,
DS,2009,
DS,2006,4.8
3DS,2014,
PC,2006,8.9
PSV,2016,7.1
X360,2009,4.8
XOne,2016,6
XB,2002,5
PSP,2006,5.3
WiiU,2014,
PSV,2016,7.8
PS2,2002,tbd
X360,2011,7
PSV,2013,
DS,2007,
PSP,2010,
XB,2005,4.1
PS,1998,
PS,2000,8.3
GC,2005,
DS,2011,
PS2,2003,
DS,,
XB,2002,
PS2,2006,8.7
PS3,2011,6.2
X360,2011,1.2
GC,2005,7.3
DS,2010,tbd
Wii,2011,
GC,2002,tbd
DS,2007,7.3
WiiU,2016,tbd
3DS,2012,7.9
XB,2004,6.4
XB,2002,tbd
PS3,2010,
DS,2009,
XB,2005,tbd
PS3,2011,
PS3,2014,6.3
PSP,2009,8.3
X360,2010,
PS2,2003,7.8
PC,2011,4.6
Wii,2008,8
X360,2011,6.5
3DS,2014,
SAT,1998,
PSP,2012,
3DS,2012,
X360,2007,6.8
DS,2009,
PS4,2016,
PS,1998,
PS,2001,
PS,1997,
SNES,1995,
PC,2009,7.5
DS,2009,
PSV,2014,
PS2,2001,7.8
PSP,2006,7.5
GBA,2002,4.8
DS,2008,tbd
PSP,2005,7.7
PS3,2013,4.9
PSV,2016,
X360,2009,3.5
PC,1999,9
Wii,2008,1
PS2,2004,6.5
PS4,2015,
XB,2002,8.4
PS2,2004,8.6
PC,2007,5.6
PS,1995,
PS2,2004,8.5
PS4,2015,
Wii,2007,7
SAT,1998,
Wii,2012,tbd
